2.239788886000248021e+04,2.289627707781392746e+04,1.731295948443660382e+04,1.719164132274143776e+04,2.283096686122092797e+04,1.724614215348219659e+04,2.290936106553602076e+04,1.770000138666372732e+04,2.198553864390773379e+04,2.194497242310137153e+04,1.731077537517855671e+04,2.247937421978625207e+04,2.268485419667026144e+04,2.201173642434660724e+04,1.771183879088165486e+04,2.225969847633600511e+04,1.780001424962275996e+04,2.253919243262306918e+04,2.297161926984240199e+04,2.288439299773026141e+04,2.230520968814126900e+04,1.754884221526518013e+04,2.329971358619493549e+04,1.723527319041288138e+04,2.259380346010066569e+04
2.188430329939351213e+04,2.255674017365977124e+04,1.769441837446316276e+04,1.764453123289904033e+04,2.254145356937652105e+04,1.772260388536581740e+04,2.250137599941222288e+04,1.808119397400015805e+04,2.141279750561478795e+04,2.157726883464705315e+04,1.771048187809966112e+04,2.193695598263908323e+04,2.232119921476287345e+04,2.163916104942718084e+04,1.807281072127485095e+04,2.190644034247865056e+04,1.833390708287178859e+04,2.227065801786966767e+04,2.288490077938686227e+04,2.266669854296246922e+04,2.179054868067197458e+04,1.802193127222617477e+04,2.295416944238183714e+04,1.767257048172033319e+04,2.224926923174050171e+04
2.175915935572080707e+04,2.299178887923407456e+04,1.730735258056736711e+04,1.733801683745788614e+04,2.298448258079599327e+04,1.737711660387933807e+04,2.294550557192091219e+04,1.765854698299007578e+04,2.130185624996729530e+04,2.144915102080108409e+04,1.735783439258131330e+04,2.183613177513902701e+04,2.211085998520334761e+04,2.137265481675190676e+04,1.782524890284442881e+04,2.167916890224973758e+04,1.792558175977825886e+04,2.264141032790789177e+04,2.320396658882831252e+04,2.304043651701078852e+04,2.173267390007385256e+04,1.758270048635426065e+04,2.332309213165583787e+04,1.725702959383400594e+04,2.275165819187280067e+04
2.200465887466407366e+04,2.276202885166025590e+04,1.767585105027607642e+04,1.758903404938867607e+04,2.266908971728082906e+04,1.757813635744744533e+04,2.260065807853532897e+04,1.787020018146654184e+04,2.147136479974157919e+04,2.157433082228154672e+04,1.762679578372765900e+04,2.192013790322729983e+04,2.221527701717067248e+04,2.155522995895326676e+04,1.801381282540822940e+04,2.184567372932505532e+04,1.817931510027448894e+04,2.243140672015153177e+04,2.304053361972893981e+04,2.289853024629370702e+04,2.178695489784818346e+04,1.784005979452560132e+04,2.311111609294263326e+04,1.749247347256377907e+04,2.256608341635428587e+04
2.191711435433512088e+04,2.292211558839909412e+04,1.773614321131044562e+04,1.743814019361026658e+04,2.297217552720087042e+04,1.761318575458220585e+04,2.288895636941579141e+04,1.793814070858070772e+04,2.165681870797786178e+04,2.164767704238726947e+04,1.762110144135600785e+04,2.200841415342939945e+04,2.234243895026843165e+04,2.166829013776206921e+04,1.813916439194640770e+04,2.183193420708833219e+04,1.817823435065757440e+04,2.258100875664613704e+04,2.308912570584040805e+04,2.299428603167035908e+04,2.185506462016365185e+04,1.788545186616310821e+04,2.334845996619479047e+04,1.757844286802156785e+04,2.262730459069932476e+04
2.182786910255547627e+04,2.297999721849069465e+04,1.747451903488795142e+04,1.725290034838752399e+04,2.289337171840823066e+04,1.732004430253165265e+04,2.285492131927622177e+04,1.768289751242328930e+04,2.128258534872846940e+04,2.144967097532607295e+04,1.736858969832609364e+04,2.188523184754938120e+04,2.214957140560592234e+04,2.151565476040262001e+04,1.783076201691919414e+04,2.177118405471344886e+04,1.789248602100091739e+04,2.256153817383468777e+04,2.322212178586697337e+04,2.295281259472665988e+04,2.179657218183253644e+04,1.749442753257506047e+04,2.327968169015120657e+04,1.726805761993747728e+04,2.270903210398800729e+04
2.194325380239006336e+04,2.296891588946283809e+04,1.764906796868650417e+04,1.763130956641970261e+04,2.280013573803433974e+04,1.760620503998596905e+04,2.280943624293312314e+04,1.790260900893582948e+04,2.144913380007231171e+04,2.150841013490872501e+04,1.770476883006900607e+04,2.195845794503261641e+04,2.224594806266728483e+04,2.153381251550502930e+04,1.808827795809489544e+04,2.189523311602668036e+04,1.822741973425029209e+04,2.247792246399067153e+04,2.298296832663283567e+04,2.284222538383210485e+04,2.181418164513266311e+04,1.793423781978839179e+04,2.321939731686865343e+04,1.752730437217286453e+04,2.245197370940751716e+04
2.203294015712669352e+04,2.282596999501701794e+04,1.759813918884902523e+04,1.758224226863343210e+04,2.284496722989248883e+04,1.763246176708617350e+04,2.276324633805758640e+04,1.793633794852955907e+04,2.170609790774973226e+04,2.175773598411858256e+04,1.761908773568256220e+04,2.208973866583974814e+04,2.244642551737723625e+04,2.179472837627584158e+04,1.802940986143768168e+04,2.201657038568108692e+04,1.805867784170020241e+04,2.240456348250912561e+04,2.292694387919458677e+04,2.286986155879915532e+04,2.202301143798269186e+04,1.785059865591281778e+04,2.310526523676178113e+04,1.751662347184091777e+04,2.254096306795252531e+04
2.193275193483463227e+04,2.301626542054126912e+04,1.700573746386716812e+04,1.698316643839087556e+04,2.308252831797722683e+04,1.703585612223440694e+04,2.299580443787967670e+04,1.738720846363340752e+04,2.151771506725178915e+04,2.148562505805696856e+04,1.710369644029621122e+04,2.197501999163991786e+04,2.233061194015659930e+04,2.161330976445997658e+04,1.744432079324853839e+04,2.180891057621551226e+04,1.759649562226529815e+04,2.277192464734736495e+04,2.326290640240391804e+04,2.307185983946079432e+04,2.193677480770052716e+04,1.717913943602278232e+04,2.349030257835031807e+04,1.694728953843722047e+04,2.282677489375971345e+04
2.210265931740342421e+04,2.272288378885776910e+04,1.731152724776554896e+04,1.721041986737960906e+04,2.259541581397742630e+04,1.720050049387969921e+04,2.258698908300539188e+04,1.752595047996986978e+04,2.161692134689075829e+04,2.165199400713719297e+04,1.716926704224057175e+04,2.200256307054546414e+04,2.238476117856042765e+04,2.167983934019280059e+04,1.755114050297184804e+04,2.192208148293311751e+04,1.777059456713318650e+04,2.230014045683750373e+04,2.285434131780739335e+04,2.266597716050360759e+04,2.195703134493040488e+04,1.741454964704587474e+04,2.297833516931744452e+04,1.711410510218330455e+04,2.238369944317020054e+04
